,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
5349219,8789265129,HUU6452,NY,PAS,11/19/2019,20,SUBN,NISSA,T,0,0,0,20210814,23.0,23,23,343920,T103,BB,0507A,,NY,I,W,Park Ave,300ft S/of E 102nd S,0,408,J6,,YYYYYYY,,,BL,,2014,,0,B,,,,
6924264,8751648350,BLANKPLATE,99,999,12/19/2019,70,4DSD,TOYOT,T,26130,38330,55830,88880088,73.0,73,73,364001,T301,N,1227P,,K,O,13,Christopher Ave,,0,408,D1,,YYYYYYY,,,BLACK,,0,,0,Pitk,,,,
7011872,8771430179,AF47317,CT,PAS,12/20/2019,20,SUBN,NISSA,T,36210,24690,10610,88880088,28.0,28,28,363110,T103,CC,0844A,,NY,O,117,W 122nd St,,0,408,D1,,SCHOOL,0700A,0400P,BLUE,,0,,0,CC1,,,,
6382555,8717504363,GCU6935,NY,PAS,11/27/2019,37,4DSD,HONDA,T,23230,55530,18930,20201020,83.0,83,83,370326,T301,H,0459P,0136P,K,F,878,Broadway,,0,408,I4,, YYYYYY,0900A,0700P,WHITE,,2017,,0,SPCL,,,,
5817005,8744940798,FCP7881,NY,PAS,10/29/2019,20,4DSD,HYUND,T,17130,10010,12110,20200830,9.0,9,9,369601,T800,B2,0926P,,NY,O,110,E 7th St,,0,408,D,,YYYYYYY,,,BLACK,,2006,,0,B,,,,
10631495,8831854320,P16DEK,NJ,PAS,03/23/2020,20,4DSD,CHEVR,T,67730,13830,29630,88880088,70.0,70,70,366449,T302,S,0154P,,K,F,363,Ocean Pky,,0,408,D,, YYYYY,0800A,0600P,RED,,0,,0,R,,,,
2379224,4011793383,KZS0242,PA,PAS,08/02/2019,5,SDN,LINCO,V,0,0,0,0,,0,0,0,,,0702A,,BK,,,SB UTICA AVE @ WINTH,ROP ST,0,1111,C,T,,,,,,2004,,0,,BUS LANE VIOLATION,,,
7178796,8812751477,TN2671,ID,PAS,12/15/2019,66,TRLR,TRAIL,T,71750,31820,16120,20190088,41.0,41,41,368502,T201,R,0151P,,BX,O,1313,Viele Ave,,0,408,K4,,YYYYYYY,,,WHITE,,0,,0,41,,,,
2605844,8730536583,JKZ6663,NY,PAS,09/07/2019,71,SUBN,HONDA,T,26490,13990,14490,20210812,111.0,111,111,354064,T401,L,0951A,,Q,F,67-46,213th St,,0,408,J6,,YYYYYYY,,,BK,,2004,,0,X,,,,
1783122,4663686564,F52HXY,NJ,PAS,08/22/2019,36,WAGO,NISSA,V,0,0,0,0,,0,0,0,,,0741A,,BK,,,WB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2775760,1460995284,XM994B,NJ,PAS,08/28/2019,19,,INTER,P,34390,10610,10810,0,,0,401,953483,0401,0,0901A,,NY,O,252,W 31ST ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,
702963,8692382553,JBE9671,NY,PAS,07/05/2019,40,4DSD,AUDI,T,57830,54830,58730,20200823,90.0,90,90,356531,T301,C,1115A,,K,F,139,Lynch St,,0,408,D1,,YYYYYYY,,,WH,,2018,,5,Grah,,,,
9283849,8778527260,51589JW,NY,COM,01/29/2020,53,VAN,FRUEH,T,13610,34330,34350,88880088,10.0,10,10,367889,T102,D,1044A,,NY,O,1201,Broadway,,0,408,H1,,YYYYYYY,,,BROWN,,0,,0,15,,,,
9269968,8774978159,HCX4406,NY,PAS,02/04/2020,70,SUBN,GMC,T,27360,16040,65590,20191218,105.0,105,105,367946,T402,P,0432P,,Q,F,77-07,270th St,,0,408,E5,,YYYYYYY,,,BR,,2016,,0,X,,,,
6889002,8748978930,HRF4182,NY,PAS,11/29/2019,21,SUBN,INFIN,T,67730,14530,14580,20210424,61.0,61,61,365831,T302,H,1205P,,K,O,1938,Ocean Pky,,0,408,D1,,     Y,1130A,0100P,BK,,2017,,0,33,,,,
6866667,8736280124,EVM4238,NY,PAS,11/27/2019,14,SUBN,LEXUS,T,9780,0,0,20210227,68.0,68,68,367959,T302,S,0154P,,K,I,N,64th St,20ft W/of 8th Ave,0,408,K2,,YYYYYYY,,,GY,,2007,,0,E,,,,
5346131,8782445620,JNK1403,NY,PAS,11/20/2019,74,4DSD,ACURA,T,50620,23175,27250,20210318,105.0,105,105,350438,T402,N,0734A,,Q,F,149-83,Huxley St,,0,408,J6,,YYYYYYY,,,BK,,2017,,0,Q,,,,
7767650,4676790776,ELD5134,NY,PAS,01/22/2020,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0757A,,BK,,,NB BAY PKWY @ 63RD S,T,0,1180,B,T,,,,GY,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6806680,8688891140,2927811,ME,PAS,12/16/2019,40,TRLR,NS/OT,T,56630,0,0,20290288,75.0,75,75,354011,T301,Y,0216P,,K,I,S,Livonia Ave,70ft E/of Hinsdale S,0,408,K4,,YYYYYYY,,,SILVE,,0,,7,SPCL,,,,
2472579,4666119310,JEN7710,NY,PAS,09/16/2019,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1123A,,BX,,,NB SOUNDVIEW AVE @ B,EACH AVE,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4046115,1462398546,EWV2944,NY,PAS,09/25/2019,21,SDN,TOYOT,S,9830,6280,6380,20191213,68.0,68,0,537816,KS10,0,0916A,,K,F,1237,65 ST,,0,408,D1,,YYYYYYB,0830A,1000A,BLUE,0.0,2007,-,0,,,,,
8002303,8749299608,T13321,MA,COM,12/28/2019,19,DELV,FRUEH,T,35350,15710,11710,88881288,20.0,20,20,365825,T103,J,0918A,,NY,O,172,W 79th St,,0,408,H1,,YYYYYYY,,,GREEN,,0,,0,42,,,,
10307164,8756139603,DPT3768,NY,PAS,03/07/2020,74,SUBN,GMC,T,25630,28490,33490,20200628,1.0,1,1,363467,T105,C,0854A,,NY,F,110,Maiden Ln,,0,408,J2,,YYYYYYY,,,GY,,2014,,0,012,,,,
7879385,8533645375,AW536H,NJ,PAS,01/20/2020,19,TRLR,INTER,T,63030,87330,27430,88880088,88.0,88,88,367925,T301,Y,0113P,,K,O,414,Myrtle Ave,,0,408,F1,,YYYYYYY,,,BLUE,,0,,0,C,,,,
9559421,1475855217,JNW5796,NY,PAS,03/03/2020,21,SUBN,RA RO,S,78230,40404,40404,0,90.0,90,0,867970,KN01,0.0,0859A,,K,F,885,SOUTH 2ND ST,,0,408,D1,,BYBBYBB,0830A,1000A,BK,0.0,0,-,0,,,,,
6716548,4673734713,EUT6431,NY,PAS,12/13/2019,36,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,0644P,,QN,,,EB UNION TPKE @ KENT, ST,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
10170592,4682473785,JPL3721,NY,PAS,03/25/2020,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0801P,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,BL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
42784,4658133465,HZD5402,NY,PAS,07/11/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1034A,,BX,,,NB RIVERDALE AVE @ W, 254TH ST,0,1180,B,T,,,,LTGY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9223578,8767611771,735MAM,MA,999,02/22/2020,38,4DSD,TOYOT,T,40020,61620,16420,20200088,45.0,45,45,370280,T201,J,1145A,,BX,O,1754,Hobart Ave,,0,408,C3,, YYYYYY,0800A,0700P,SILVE,,0,,0,06,,,,
4838502,8773059808,K050730,TX,PAS,10/28/2019,69,DELV,HIN,T,34810,10510,39,88880088,18.0,18,18,365365,T106,C,0224P,,NY,F,123,W 52nd St,,0,408,H1,, YYYYY,0700A,0600P,WHITE,,0,,0,27,,,,
10150787,4682191550,GNN6921,NY,PAS,03/24/2020,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0122P,,BK,,,WB LINDEN BLVD @ SCH,ENCK AVE,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3054743,8623945700,E58KVP,NJ,PAS,09/04/2019,14,SUBN,CHEVR,T,10110,0,0,88880088,23.0,23,23,370295,T103,C,0332P,,NY,I,E,2nd Ave,100ft N/of E 97th St,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,42,,,,
3630252,4666920250,JHJ4429,NY,PAS,09/20/2019,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0317P,,MN,,,NB 10TH AVE @ W 201S,T ST,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3534882,8773357364,38984MD,NY,COM,09/25/2019,14,DELV,INTER,T,33890,0,0,20200731,6.0,6,6,358117,T105,D,1118A,,NY,I,N,W 3rd St,10ft E/of Mercer St,0,408,H1,,YYYYYYY,,,MR,,2014,,0,020,,,,
10581738,8815102917,ENM4588,NY,PAS,03/13/2020,21,SUBN,SUBAR,T,31830,5680,24730,20201215,77.0,77,77,369612,T301,W,1226P,,K,O,521,Dean St,,0,408,D1,,  Y  Y,1130A,0100P,RD,,2004,,0,19,,,,
6253554,4673053400,HPN7690,NY,PAS,12/04/2019,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1155A,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,BL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8515929,8640525092,L11LDJ,NJ,PAS,02/08/2020,14,4DSD,TOYOT,T,54000,0,0,88880088,94.0,94,94,355161,T301,I,0416P,,K,I,E,Kent Ave,20ft N/of N 8th St,0,408,C,,YYYYYYY,,,GREY,,0,,0,M,,,,
1706853,4662235509,FWF1319,NY,PAS,08/12/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0945A,,QN,,,NB SPRINGFIELD BLVD,@ 109TH AVE,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3406236,8755460630,68227MM,NY,COM,09/10/2019,69,VAN,CHEVR,T,34570,0,0,20210331,14.0,14,14,346001,T106,J,0204P,,NY,I,S,W 40th St,5ft E/of 6th Ave,0,408,H1,, YYYYY,0800A,0600P,WH,,1998,,0,99,,,,
9436573,8805806249,XHKS31,NJ,PAS,02/25/2020,38,SUBN,CHEVR,T,64290,7790,7990,88880088,114.0,114,114,371173,T401,H,0156P,,Q,F,30-57,Steinway St,,0,408,I3,, YYYYYY,0800A,0700P,WHITE,,0,,0,29-P,,,,
1486220,8769304270,HPN7676,NY,PAS,08/21/2019,38,SUBN,JEEP,T,24890,17510,17530,20210212,13.0,13,13,368517,T102,E,1106A,1200P,NY,F,90,Lexington Ave,,0,408,C,, YYYYYY,0800A,0700P,BL,,2017,,0,07,,,,
862266,8731269140,2A47H,NY,OMT,06/26/2019,20,SUBN,NISSA,T,34670,10910,11010,20200228,18.0,18,18,350424,T106,L,0525P,,NY,F,456,W 45th St,,0,408,D,, YYYYYY,0800A,0600P,YW,,2016,,0,23,,,,
649389,8617434673,94772ME,NY,COM,07/16/2019,69,VAN,ME/BE,T,25390,18130,18150,20210331,18.0,18,18,361024,T106,H,1154A,,NY,F,598,Madison Ave,,0,408,H1,, YYYYYY,0700A,0700P,WH,,2015,,0,99,,,,
3474289,8764502387,T703944C,NY,OMT,08/30/2019,71,4DSD,TOYOT,T,24690,36510,36530,20190731,32.0,32,32,362579,T103,DD,0817A,,NY,F,539,Lenox Ave,,0,408,D1,,YYYYYYY,,,BL,,2014,,0,01,,,,
387441,8768551216,JKV2305,NY,PAS,07/16/2019,70,4DSD,MITSU,T,66650,13820,0,88880088,47.0,47,47,330450,T801,A,0935P,,BX,F,4026,Steenwick Ave,BOSTON ROAD,0,408,J6,,YYYYYYY,,,WHITE,,0,,0,F,,,,
995176,8752967852,58804MM,NY,COM,07/08/2019,20,VAN,FORD,T,34090,10910,10065,20201231,10.0,10,10,357783,T102,I,0111P,,NY,F,437,W 16th St,,0,408,F1,, YYYYY,0800A,0600P,WH,,2014,,0,E,,,,
9917995,8819511861,JDN8508,NY,PAS,03/12/2020,31,SUBN,HONDA,T,11710,35470,35490,20201030,20.0,20,20,357701,T103,P,0133P,,NY,F,520,Amsterdam Ave,,0,408,F1,, YYYYYY,0700A,0700P,GY,,2018,,0,28,,,,
99495,4659049541,HLK6488,NY,PAS,07/18/2019,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0914A,,ST,,,NB HYLAN BLVD @ CLEV,ELAND AVE,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3748778,4669297089,HFG3722,NY,PAS,10/14/2019,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0525P,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,RD,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9179935,8762082930,HKX8164,NY,PAS,02/25/2020,37,4DSD,NISSA,T,35530,0,0,20200905,70.0,70,70,367336,T302,V,1058A,1036A,K,I,W,E 16th St,60ft S/of Avenue M,0,408,I3,, YYYYY,0800A,0700P,GY,,2020,,0,14,,,,
9649821,4680991290,HVJ7834,NY,PAS,03/12/2020,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,0125P,,BX,,,WB MIDDLETOWN RD @ P,ILGRIM AVE,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4352068,8553072551,HVW3917,NY,PAS,09/30/2019,14,SUBN,ME/BE,T,50990,9840,60024,20191226,109.0,109,109,370307,T401,O,0412P,,Q,F,26-36,Jackson Ave,,0,408,I4,, YYYYYY,0400P,0700P,BK,,2015,,0,T,,,,
7451986,8768631145,G62FZX,NJ,PAS,01/11/2020,37,4DSD,NISSA,T,34470,10610,10810,88880088,14.0,14,14,351207,T106,O,0623P,0506P,NY,F,237,W 35th St,,0,408,I4,,      Y,0800A,1200A,GREY,,0,,0,45,,,,
6450131,8764215568,JEJ4608,NY,PAS,12/14/2019,53,SUBN,TOYOT,T,0,40404,40404,20210127,32.0,32,32,340043,T800,A2,0830P,,NY,O,2588,Adam Clayton Powell,,0,408,F6,,YYYYYYY,,,GY,,2005,,0,A,,,,
10507906,8805859837,91869MJ,NY,COM,03/11/2020,46,VAN,CHEVR,T,0,40404,40404,88880088,30.0,30,30,365938,T103,J,1013A,,NY,O,2450,Adam Clayton Powell,,0,408,I4,,YYYYYYY,,,WHITE,,2017,,0,04,,,,
4748106,8763917841,CKEN01,FL,PAS,10/07/2019,13,4DSD,TOYOT,T,61090,66890,51790,20191288,115.0,115,115,352040,T401,K,0111P,,Q,F,95-52,Roosevelt Ave,,0,408,I4,, YYYYY,0800A,0600P,SILVE,,0,,0,15-A,,,,
5917487,8764294912,88703JA,NY,COM,11/19/2019,40,DELV,FRUEH,T,15040,0,0,88880088,112.0,112,112,352979,T402,D,0323P,,Q,I,W,71st Rd,2ft N/of 110th St,0,408,I3,,YYYYYYY,,,BROWN,,2001,,0,09,,,,
8382813,4677277874,HVN4909,NY,PAS,01/28/2020,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,0859A,,BK,,,EB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,BL,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6376526,8711232432,JGW1474,NY,PAS,12/21/2019,16,SUBN,BMW,T,65930,95030,19530,20210419,94.0,94,94,355161,T301,I,0517P,,K,F,94,N 3rd St,,0,408,K2,, YYYYYY,0700A,0700P,BK,,2018,,0,M,,,,
4829428,8773205631,J32KTX,NJ,PAS,10/24/2019,21,SUBN,MITSU,T,10430,5430,5580,88880088,68.0,68,68,362170,T302,A,0921A,,K,F,453,77th St,,0,408,D1,,    Y,0830A,1000A,BLACK,,0,,0,43,,,,
252542,8719285322,HDT6467,NY,PAS,07/18/2019,21,SUBN,CHEVR,T,27270,12520,17520,20191218,48.0,48,48,367940,T201,B,0814A,,BX,F,660,E 187th St,,0,408,D1,, YY YY,0800A,0830A,BLACK,,2016,,0,10,,,,
3295517,8740473557,UWT4077,VA,PAS,09/03/2019,21,4DSD,VOLKS,T,67530,29630,33530,20190988,70.0,70,70,365795,T302,I,1231P,,K,O,816,Ocean Ave,,0,408,D1,,  Y  Y,1130A,0100P,GREY,,0,,0,08,,,,
5793810,8741035197,32772MM,NY,COM,11/12/2019,46,DELV,FORD,T,25390,18390,18410,20200930,19.0,19,19,368543,T103,N,0554P,,NY,F,864,Madison Ave,,0,408,D,,YYYYYYY,,,YW,,2016,,0,11,,,,
1406301,8738630590,HTB1817,NY,PAS,08/03/2019,71,SUBN,HONDA,T,29490,51990,9540,20210618,115.0,115,115,367858,T401,P,0237P,,Q,O,81-14,Baxter Ave,,0,408,J6,,YYYYYYY,,,GR,,2017,,0,51-A,,,,
10537390,8807357136,HVN3509,NY,PAS,03/26/2020,46,4DSD,TOYOT,T,8830,5580,5680,20200530,72.0,72,72,361853,T302,R,0557P,,K,F,534,45th St,,0,408,E2,,YYYYYYY,,,GY,,2005,,0,49,,,,
6631754,4012343956,14952MN,NY,COM,11/12/2019,5,VAN,ME/BE,V,0,0,0,0,,0,0,0,,,0150P,,BK,,,SB UTICA AVE @ WINTH,ROP ST,0,1111,C,T,,,,WH,,2019,,0,,BUS LANE VIOLATION,,,
4249252,4669659078,JGZ2343,NY,PAS,10/23/2019,36,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0739P,,BK,,,EB EASTERN PKWY @ TR,OY AVE,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3501622,8768658590,62975ME,NY,COM,09/24/2019,69,VAN,CHEVR,T,34650,10410,10510,20200131,14.0,14,14,355437,T106,J,0331P,,NY,F,20,W 44th St,,0,408,H1,, YYYYY,0700A,0600P,WH,,2013,,0,03,,,,
5620111,8574521541,45066MK,NY,COM,10/31/2019,38,VAN,CHEVR,T,37290,16590,16740,88880088,110.0,110,110,370311,T401,E,0851A,,Q,F,80-31,Broadway,,0,408,D1,, YYYYYY,0800A,1000P,WHITE,,2017,,0,51-A,,,,
795258,8716635620,ETA1298,NY,PAS,07/08/2019,38,4DSD,HONDA,T,6380,8830,8880,20210519,66.0,66,66,359630,T302,I,1219P,,K,F,4517,13th Ave,,0,408,I3,, YYYYY,0800A,0700P,GY,,2006,,0,01,,,,
6719061,4673926419,EGW7211,NY,PAS,12/17/2019,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,1248P,,QN,,,WB UNION TPKE @ MAIN, ST,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9955143,1472563785,25186MW,NY,COM,03/04/2020,19,DELV,MITSU,P,5880,9280,9330,20200430,72.0,72,72,960016,0072,0000,0911A,,K,F,5414,8 AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0.0,2004,-,0,,,,,
1742653,4663607688,JUDG99,NY,SPO,08/19/2019,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0328P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7987543,8741627969,43965ML,NY,COM,01/08/2020,71,VAN,NISSA,T,65390,20240,36990,20200831,103.0,103,103,345435,T402,Y,0156P,,Q,O,109-41,Union Hall St,,0,408,J2,,YYYYYYY,,,WH,,2018,,0,R,,,,
9443112,8808960110,JHN4128,NY,PAS,02/13/2020,37,4DSD,HONDA,T,45590,18690,18710,20210620,19.0,19,19,361091,T103,HH,0101P,1144A,NY,F,1619,York Ave,,0,408,C3,, YYYYYY,0830A,0700P,BK,,2017,,0,CC1,,,,
4469832,8704240820,71678MM,NY,COM,09/27/2019,20,VAN,FORD,T,36670,24690,10610,20210311,32.0,32,32,355567,T103,Y,1257P,,NY,F,108,W 145th St,,0,408,E5,, YYYYYY,0700A,0700P,WH,,2010,,0,CC1,,,,
10322180,8747793363,ENP9295,NY,PAS,03/04/2020,14,4DSD,HONDA,T,47520,0,0,20201229,49.0,49,49,367905,T201,C,0431P,,BX,I,S,Lydig Ave,5ft E/of Yates Ave,0,408,F1,,YYYYYYY,,,BK,,2017,,0,49,,,,
2710230,8774002960,HXL9845,NY,PAS,09/10/2019,38,SUBN,CHEVR,T,28830,24850,14130,20200315,70.0,70,70,364896,T302,I,0303P,,K,F,1431,Coney Island Ave,,0,408,I4,, YYYYY,0800A,0700P,BK,,2018,,0,02,,,,
2978049,4666621568,HLU5448,NY,PAS,09/17/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0749P,,BK,,,WB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,GR,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8203578,8786217367,67682MN,NY,COM,01/28/2020,38,DELV,ME/BE,T,37290,15990,9540,88880088,110.0,110,110,361130,T401,YA,1125A,,Q,F,76-09,Broadway,,0,408,I3,, YYYYYY,0830A,0700P,WHITE,,2019,,0,39-A,,,,
1259731,4662907743,GNV2711,NY,PAS,08/16/2019,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0930A,,MN,,,NB BROADWAY @ W 228T,H ST,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2138421,8745373875,K39FXV,NJ,PAS,08/22/2019,20,SUBN,HONDA,T,8290,0,0,88880088,109.0,109,109,357765,T401,U,0509P,,Q,I,N,33rd Ave,75ft E/of Union St,0,408,E5,,YYYYYYY,,,GOLD,,0,,0,50-A,,,,
2365591,1460322733,KZB7141,PA,PAS,09/03/2019,21,SDN,HONDA,S,83730,68630,82230,0,73.0,73,0,596638,KN16,0.0,0947A,,K,F,335,SUTTER AVE,,0,408,D1,,BYBBYBB,0900A,1030A,GRAY,0.0,0,-,0,,,,,
6866330,8733943187,2561242,IN,PAS,12/14/2019,46,REFG,FRUEH,T,34470,10610,10810,88880088,14.0,14,14,356484,T106,M,0648A,,NY,F,240,W 35th St,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,25,,,,
7924915,8709319839,JLH3906,NY,PAS,01/28/2020,37,4DSD,HONDA,T,6380,9030,9080,20210730,66.0,66,66,370309,T302,P,0242P,0234P,K,O,4922,13th Ave,,20200128,408,I3,, YYYYY,0800A,0700P,GY,,2019,,0,01,,,,
5200555,8726744636,JJZ4166,NY,PAS,11/20/2019,74,4DSD,BMW,T,76970,72920,48020,20210814,47.0,47,47,365866,T201,S,1131A,,BX,F,2449,Westervelt Ave,,0,408,E2,,YYYYYYY,,,BK,,2015,,0,41,,,,
1721464,4662854325,ETW9389,NY,PAS,08/14/2019,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0156P,,ST,,,WB GOETHALS RD N @ J,ULES DR,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7654709,4674554690,T643983C,NY,OMT,12/23/2019,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0208P,,BK,,,NB CONEY ISLAND AVE,@ KERMIT PL,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
736466,8706939697,61412MG,NY,COM,07/24/2019,69,VAN,CHEVR,T,34710,10810,10910,20200131,18.0,18,18,353143,T106,P,0248P,1257P,NY,F,309,W 47th St,,0,408,H1,, YYYYY,0700A,0600P,WH,,2015,,0,12,,,,
948650,8742055696,68072MJ,NY,COM,07/05/2019,70,VAN,FRUEH,T,10810,34550,34570,20190430,14.0,14,14,365346,T106,C,1032A,,NY,F,599,8th Ave,,0,408,L2,,YYYYYYY,,,WH,,2017,,0,99,,,,
6646951,4672850869,JME3749,NY,PAS,12/02/2019,36,2DSD,DODGE,V,0,40404,40404,0,,0,0,0,,,0952A,,QN,,,SB 69TH ST @ 66TH RD,,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9863578,8799911644,JMS9357,NY,PAS,02/26/2020,46,4DSD,HONDA,T,42820,27870,29320,20220207,52.0,52,52,367388,T201,J,0249P,,BX,F,3402,Jerome Ave,,0,408,F1,,YYYYYYY,,,WH,,2004,,0,32,,,,
3103328,8661746516,GXC8523,NY,PAS,09/24/2019,21,4DSD,ACURA,T,69530,0,0,20210301,70.0,70,70,355076,T302,U,0038A,,K,I,S,Parkside Ave,100ft W/of Parade Pl,0,408,D1,,  Y Y Y,1200A,0300A,GY,,2014,,0,CC1,,,,
800016,8720185224,R945BC,NY,PAS,07/13/2019,38,SUBN,NISSA,T,51090,26690,26740,20210423,105.0,105,105,357098,T402,A,1036A,,Q,F,216-07,Jamaica Ave,,0,408,C3,, YYYYYY,0800A,0700P,WH,,2016,,0,20,,,,
1831069,8625096244,ENS4222,NY,PAS,08/17/2019,46,SUBN,HONDA,T,36090,10410,24690,20210211,28.0,28,28,352070,T103,C,1019A,,NY,F,49,W 116th St,,0,408,F1,,YYYYYYY,,,GY,,2008,,0,22,,,,
9805909,8776166272,JLK5615,NY,PAS,03/11/2020,16,2DSD,ME/BE,T,0,0,0,20211009,40.0,40,40,370897,T201,K,0404P,,BX,I,S,Brook Ave,120ft W/of E 149th S,0,408,K2,, YYYYY,0800A,0600P,RED,,2005,,0,35,,,,
6070099,8784411510,36SW95,NY,MOT,10/29/2019,21,MCY,DUCAT,T,18750,10010,45590,20200430,19.0,19,19,354164,T103,H,1109A,,NY,O,435,E 88th St,,0,408,D1,,  Y  Y,1100A,1230A,BLACK,,0,,0,28,,,,
525446,4659003875,DUP7102,NY,PAS,07/17/2019,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0705P,,BK,,,WB EASTERN PKWY @ CL,ASSON AVE,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2715591,8773459227,HRJ8585,NY,PAS,09/10/2019,21,4DSD,ME/BE,T,37515,41730,40230,20190801,69.0,69,69,367413,T302,Y,0945A,,K,F,531,E 81st St,,0,408,J3,,  Y,0930A,1100A,BK,,2010,,0,T,,,,
7208471,1464655157,JNK1156,NY,PAS,01/05/2020,14,SDN,BMW,P,34450,10610,10810,20211104,14.0,14,406,925923,0406,0.0,0120P,,NY,F,243,W 34 ST,,0,408,C,,BBBBBYY,0100P,0700P,GY,0.0,0,-,0,,,,,
3443847,8761615055,68184MM,NY,COM,09/25/2019,37,VAN,CHEVR,T,16790,52090,59990,20210331,107.0,107,107,369602,T402,S,1130A,0959A,Q,O,124-18,82nd Ave,,20190925,408,E5,, YYYYYY,0900A,0700P,WH,,2013,,0,12,,,,
8263943,8801311916,FPT1765,NY,PAS,01/23/2020,38,SUBN,GMC,T,8880,0,0,20211026,66.0,66,66,370776,T302,B,1230P,,K,I,S,46th St,30ft E/of New Utrech,0,408,I4,, YYYY,0830A,0700P,BL,,0,,0,01,,,,
